Density,Process,Growth Form,Size Class,Treatment Method,Terrain,PPD
53.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Landscape,3.89920
53.00,Follow-up,Herbaceous,Seedling,Hand pull,Riparian,2.39640
53.00,Follow-up,Herbaceous,Seedling,Hand pull,Landscape,2.39640
53.00,Follow-up,Herbaceous,Young,Cut below ground,Riparian,3.89920
53.00,Follow-up,Herbaceous,Young,Cut below ground,Landscape,3.89920
53.00,Follow-up,Herbaceous,Young,Foliar Spray,Riparian,2.39640
53.00,Follow-up,Herbaceous,Young,Foliar Spray,Landscape,2.39640
53.00,Follow-up,Non sprouting tree,Adult,Felling,Riparian,9.59960
53.00,Follow-up,Non sprouting tree,Adult,Felling,Landscape,6.39640
53.00,Follow-up,Non sprouting tree,Adult,Ring bark,Riparian,5.14840
53.00,Follow-up,Non sprouting tree,Adult,Ring bark,Landscape,5.14840
53.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Riparian,1.92040
53.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Landscape,1.92040
53.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Riparian,2.39640
53.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Landscape,2.39640
53.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Riparian,5.85320
53.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Landscape,3.89920
53.00,Follow-up,Sprouting tree,Adult,Bark Strip,Riparian,7.46160
53.00,Follow-up,Sprouting tree,Adult,Bark Strip,Landscape,7.46160
53.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Riparian,2.39640
53.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Landscape,2.39640
53.00,Follow-up,Sprouting tree,Adult,Cut stump,Riparian,13.91400
53.00,Follow-up,Sprouting tree,Adult,Cut stump,Landscape,9.27640
53.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Landscape,9.27640
53.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Riparian,13.91400
53.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Riparian,13.91400
53.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Landscape,9.27640
53.00,Follow-up,Sprouting tree,Adult,Frill,Riparian,7.46160
53.00,Follow-up,Sprouting tree,Adult,Frill,Landscape,7.46160
53.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Riparian,1.92040
53.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Landscape,1.92040
53.00,Follow-up,Sprouting tree,Seedling,Hand pull,Riparian,2.39640
53.00,Follow-up,Sprouting tree,Seedling,Hand pull,Landscape,2.39640
53.00,Follow-up,Sprouting tree,Young,Bark Strip,Riparian,6.39640
53.00,Follow-up,Sprouting tree,Young,Bark Strip,Landscape,6.39640
53.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Riparian,2.39640
53.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Landscape,2.39640
53.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Riparian,8.45840
53.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Landscape,5.64440
53.00,Initial,All,All,Soil application,Riparian,3.89920
53.00,Initial,All,All,Soil application,Landscape,3.89920
53.00,Initial,Aquatic weed,All,Manual Removal,Riparian,7.85600
53.00,Initial,Aquatic weed,All,Manual Removal,Landscape,7.85600
53.00,Initial,Aquatic weed,All,Spray from boat,Riparian,1.33600
53.00,Initial,Aquatic weed,All,Spray from boat,Landscape,1.33600
53.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.10400
53.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.10400
53.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.20800
53.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.20800
53.00,Initial,Cactus,Adult,Cut & Spray,Riparian,5.85320
53.00,Initial,Cactus,Adult,Cut & Spray,Landscape,3.89920
53.00,Initial,Cactus,Adult,Stem inject,Riparian,3.89920
53.00,Initial,Cactus,Adult,Stem inject,Landscape,3.89920
53.00,Initial,Cactus,Seedling,Dig out and burn,Riparian,3.89920
53.00,Initial,Cactus,Seedling,Dig out and burn,Landscape,3.89920
53.00,Initial,Cactus,Seedling,Hand pull,Landscape,2.39640
53.00,Initial,Cactus,Seedling,Hand pull,Riparian,2.39640
53.00,Initial,Cactus,Young,Foliar Spray,Riparian,2.39640
53.00,Initial,Cactus,Young,Foliar Spray,Landscape,2.39640
53.00,Initial,Cactus,Young,Stem inject,Riparian,2.39640
53.00,Initial,Cactus,Young,Stem inject,Landscape,2.39640
53.00,Initial,Creeper,Adult,Basal Stem + diesel,Riparian,2.39640
53.00,Initial,Creeper,Adult,Basal Stem + diesel,Landscape,2.39640
53.00,Initial,Creeper,Adult,Cut & Spray,Riparian,5.85320
53.00,Initial,Creeper,Adult,Cut & Spray,Landscape,3.89920
53.00,Initial,Creeper,Adult,Cut & Spray + diesel,Riparian,5.85320
53.00,Initial,Creeper,Adult,Cut & Spray + diesel,Landscape,3.89920
53.00,Initial,Creeper,Seedling,Hand pull,Riparian,2.39640
53.00,Initial,Creeper,Seedling,Hand pull,Landscape,2.39640
53.00,Initial,Creeper,Young,Foliar Spray,Riparian,2.39640
53.00,Initial,Creeper,Young,Foliar Spray,Landscape,2.39640
53.00,Initial,Grass,Adult,Cut & Spray,Riparian,3.89920
53.00,Initial,Grass,Adult,Cut & Spray,Landscape,3.89920
53.00,Initial,Grass,Seedling,Hand pull,Riparian,2.39640
53.00,Initial,Grass,Seedling,Hand pull,Landscape,2.39640
53.00,Initial,Grass,Young,Foliar Spray,Riparian,1.92040
53.00,Initial,Grass,Young,Foliar Spray,Landscape,1.92040
53.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Riparian,2.39640
53.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Landscape,2.39640
53.00,Initial,Herbaceous,Adult,Cut & Spray,Riparian,5.85320
53.00,Initial,Herbaceous,Adult,Cut & Spray,Landscape,3.89920
53.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Riparian,5.85320
53.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Landscape,3.89920
53.00,Initial,Herbaceous,Seedling,Hand pull,Riparian,2.39640
53.00,Initial,Herbaceous,Seedling,Hand pull,Landscape,2.39640
53.00,Initial,Herbaceous,Young,Cut below ground,Riparian,3.89920
53.00,Initial,Herbaceous,Young,Cut below ground,Landscape,3.89920
53.00,Initial,Herbaceous,Young,Foliar Spray,Riparian,2.39640
53.00,Initial,Herbaceous,Young,Foliar Spray,Landscape,2.39640
53.00,Initial,Non sprouting tree,Adult,Felling,Riparian,9.59960
53.00,Initial,Non sprouting tree,Adult,Felling,Landscape,6.39640
53.00,Initial,Non sprouting tree,Adult,Ring bark,Riparian,5.14840
53.00,Initial,Non sprouting tree,Adult,Ring bark,Landscape,5.14840
53.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Riparian,1.92040
53.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Landscape,1.92040
53.00,Initial,Non sprouting tree,Seedling,Hand pull,Riparian,2.39640
53.00,Initial,Non sprouting tree,Seedling,Hand pull,Landscape,2.39640
53.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Riparian,5.85320
53.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Landscape,3.89920
53.00,Initial,Sprouting tree,Adult,Bark Strip,Riparian,7.46160
53.00,Initial,Sprouting tree,Adult,Bark Strip,Landscape,7.46160
53.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Riparian,2.39640
53.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Landscape,2.39640
53.00,Initial,Sprouting tree,Adult,Cut stump,Riparian,13.91400
53.00,Initial,Sprouting tree,Adult,Cut stump,Landscape,9.27640
53.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Landscape,9.27640
53.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Riparian,13.91400
53.00,Initial,Sprouting tree,Adult,Cut stump + oil,Riparian,13.91400
53.00,Initial,Sprouting tree,Adult,Cut stump + oil,Landscape,9.27640
53.00,Initial,Sprouting tree,Adult,Frill,Riparian,7.46160
53.00,Initial,Sprouting tree,Adult,Frill,Landscape,7.46160
53.00,Initial,Sprouting tree,Seedling,Foliar Spray,Riparian,1.92040
53.00,Initial,Sprouting tree,Seedling,Foliar Spray,Landscape,1.92040
53.00,Initial,Sprouting tree,Seedling,Hand pull,Riparian,2.39640
53.00,Initial,Sprouting tree,Seedling,Hand pull,Landscape,2.39640
53.00,Initial,Sprouting tree,Young,Bark Strip,Riparian,6.39640
53.00,Initial,Sprouting tree,Young,Bark Strip,Landscape,6.39640
53.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Riparian,2.39640
53.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Landscape,2.39640
53.00,Initial,Sprouting tree,Young,Lopping / Pruning,Riparian,8.45840
53.00,Initial,Sprouting tree,Young,Lopping / Pruning,Landscape,5.64440
54.00,Follow-up,All,All,Soil application,Riparian,4.07560
54.00,Follow-up,All,All,Soil application,Landscape,4.07560
54.00,Follow-up,Aquatic weed,All,Manual Removal,Riparian,7.90800
54.00,Follow-up,Aquatic weed,All,Manual Removal,Landscape,7.90800
54.00,Follow-up,Aquatic weed,All,Spray from boat,Riparian,1.34800
54.00,Follow-up,Aquatic weed,All,Spray from boat,Landscape,1.34800
54.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.12200
54.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.12200
54.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.24400
54.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.24400
54.00,Follow-up,Cactus,Adult,Cut & Spray,Riparian,6.11760
54.00,Follow-up,Cactus,Adult,Cut & Spray,Landscape,4.07560
54.00,Follow-up,Cactus,Adult,Stem inject,Riparian,4.07560
54.00,Follow-up,Cactus,Adult,Stem inject,Landscape,4.07560
54.00,Follow-up,Cactus,Seedling,Dig out and burn,Riparian,4.07560
54.00,Follow-up,Cactus,Seedling,Dig out and burn,Landscape,4.07560
54.00,Follow-up,Cactus,Seedling,Hand pull,Landscape,2.50520
54.00,Follow-up,Cactus,Seedling,Hand pull,Riparian,2.50520
54.00,Follow-up,Cactus,Young,Foliar Spray,Riparian,2.50520
54.00,Follow-up,Cactus,Young,Foliar Spray,Landscape,2.50520
54.00,Follow-up,Cactus,Young,Stem inject,Riparian,2.50520
54.00,Follow-up,Cactus,Young,Stem inject,Landscape,2.50520
54.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Riparian,2.50520
54.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Landscape,2.50520
54.00,Follow-up,Creeper,Adult,Cut & Spray,Riparian,6.11760
54.00,Follow-up,Creeper,Adult,Cut & Spray,Landscape,4.07560
54.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Riparian,6.11760
54.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Landscape,4.07560
54.00,Follow-up,Creeper,Seedling,Hand pull,Riparian,2.50520
54.00,Follow-up,Creeper,Seedling,Hand pull,Landscape,2.50520
54.00,Follow-up,Creeper,Young,Foliar Spray,Riparian,2.50520
54.00,Follow-up,Creeper,Young,Foliar Spray,Landscape,2.50520
54.00,Follow-up,Grass,Adult,Cut & Spray,Riparian,4.07560
54.00,Follow-up,Grass,Adult,Cut & Spray,Landscape,4.07560
54.00,Follow-up,Grass,Seedling,Hand pull,Riparian,2.50520
54.00,Follow-up,Grass,Seedling,Hand pull,Landscape,2.50520
54.00,Follow-up,Grass,Young,Foliar Spray,Landscape,2.00720
54.00,Follow-up,Grass,Young,Foliar Spray,Riparian,2.00720
54.00,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Riparian,2.50520
54.00,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Landscape,2.50520
54.00,Follow-up,Herbaceous,Adult,Cut & Spray,Riparian,6.11760
54.00,Follow-up,Herbaceous,Adult,Cut & Spray,Landscape,4.07560
54.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Riparian,6.11760
54.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Landscape,4.07560
54.00,Follow-up,Herbaceous,Seedling,Hand pull,Riparian,2.50520
54.00,Follow-up,Herbaceous,Seedling,Hand pull,Landscape,2.50520
54.00,Follow-up,Herbaceous,Young,Cut below ground,Riparian,4.07560
54.00,Follow-up,Herbaceous,Young,Cut below ground,Landscape,4.07560
54.00,Follow-up,Herbaceous,Young,Foliar Spray,Riparian,2.50520
54.00,Follow-up,Herbaceous,Young,Foliar Spray,Landscape,2.50520
54.00,Follow-up,Non sprouting tree,Adult,Felling,Riparian,10.03280
54.00,Follow-up,Non sprouting tree,Adult,Felling,Landscape,6.68520
54.00,Follow-up,Non sprouting tree,Adult,Ring bark,Riparian,5.38120
54.00,Follow-up,Non sprouting tree,Adult,Ring bark,Landscape,5.38120
54.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Riparian,2.00720
54.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Landscape,2.00720
54.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Riparian,2.50520
54.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Landscape,2.50520
54.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Riparian,6.11760
54.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Landscape,4.07560
54.00,Follow-up,Sprouting tree,Adult,Bark Strip,Riparian,7.79880
54.00,Follow-up,Sprouting tree,Adult,Bark Strip,Landscape,7.79880
54.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Riparian,2.50520
54.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Landscape,2.50520
54.00,Follow-up,Sprouting tree,Adult,Cut stump,Riparian,14.54200
54.00,Follow-up,Sprouting tree,Adult,Cut stump,Landscape,9.69520
54.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Landscape,9.69520
54.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Riparian,14.54200
54.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Riparian,14.54200
54.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Landscape,9.69520
54.00,Follow-up,Sprouting tree,Adult,Frill,Riparian,7.79880
54.00,Follow-up,Sprouting tree,Adult,Frill,Landscape,7.79880
54.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Riparian,2.00720
54.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Landscape,2.00720
54.00,Follow-up,Sprouting tree,Seedling,Hand pull,Riparian,2.50520
54.00,Follow-up,Sprouting tree,Seedling,Hand pull,Landscape,2.50520
54.00,Follow-up,Sprouting tree,Young,Bark Strip,Riparian,6.68520
54.00,Follow-up,Sprouting tree,Young,Bark Strip,Landscape,6.68520
54.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Riparian,2.50520
54.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Landscape,2.50520
54.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Riparian,8.84120
54.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Landscape,5.89920
54.00,Initial,All,All,Soil application,Riparian,4.07560
54.00,Initial,All,All,Soil application,Landscape,4.07560
54.00,Initial,Aquatic weed,All,Manual Removal,Riparian,7.90800
54.00,Initial,Aquatic weed,All,Manual Removal,Landscape,7.90800
54.00,Initial,Aquatic weed,All,Spray from boat,Riparian,1.34800
54.00,Initial,Aquatic weed,All,Spray from boat,Landscape,1.34800
54.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.12200
54.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.12200
54.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.24400
54.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.24400
54.00,Initial,Cactus,Adult,Cut & Spray,Riparian,6.11760
54.00,Initial,Cactus,Adult,Cut & Spray,Landscape,4.07560
54.00,Initial,Cactus,Adult,Stem inject,Riparian,4.07560
54.00,Initial,Cactus,Adult,Stem inject,Landscape,4.07560
54.00,Initial,Cactus,Seedling,Dig out and burn,Riparian,4.07560
54.00,Initial,Cactus,Seedling,Dig out and burn,Landscape,4.07560
54.00,Initial,Cactus,Seedling,Hand pull,Landscape,2.50520
54.00,Initial,Cactus,Seedling,Hand pull,Riparian,2.50520
54.00,Initial,Cactus,Young,Foliar Spray,Riparian,2.50520
54.00,Initial,Cactus,Young,Foliar Spray,Landscape,2.50520
54.00,Initial,Cactus,Young,Stem inject,Riparian,2.50520
54.00,Initial,Cactus,Young,Stem inject,Landscape,2.50520
54.00,Initial,Creeper,Adult,Basal Stem + diesel,Riparian,2.50520
54.00,Initial,Creeper,Adult,Basal Stem + diesel,Landscape,2.50520
54.00,Initial,Creeper,Adult,Cut & Spray,Riparian,6.11760
54.00,Initial,Creeper,Adult,Cut & Spray,Landscape,4.07560
54.00,Initial,Creeper,Adult,Cut & Spray + diesel,Riparian,6.11760
54.00,Initial,Creeper,Adult,Cut & Spray + diesel,Landscape,4.07560
54.00,Initial,Creeper,Seedling,Hand pull,Riparian,2.50520
54.00,Initial,Creeper,Seedling,Hand pull,Landscape,2.50520
54.00,Initial,Creeper,Young,Foliar Spray,Riparian,2.50520
54.00,Initial,Creeper,Young,Foliar Spray,Landscape,2.50520
54.00,Initial,Grass,Adult,Cut & Spray,Riparian,4.07560
54.00,Initial,Grass,Adult,Cut & Spray,Landscape,4.07560
54.00,Initial,Grass,Seedling,Hand pull,Riparian,2.50520
54.00,Initial,Grass,Seedling,Hand pull,Landscape,2.50520
54.00,Initial,Grass,Young,Foliar Spray,Riparian,2.00720
54.00,Initial,Grass,Young,Foliar Spray,Landscape,2.00720
54.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Riparian,2.50520
54.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Landscape,2.50520
54.00,Initial,Herbaceous,Adult,Cut & Spray,Riparian,6.11760
54.00,Initial,Herbaceous,Adult,Cut & Spray,Landscape,4.07560
54.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Riparian,6.11760
54.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Landscape,4.07560
54.00,Initial,Herbaceous,Seedling,Hand pull,Riparian,2.50520
54.00,Initial,Herbaceous,Seedling,Hand pull,Landscape,2.50520
54.00,Initial,Herbaceous,Young,Cut below ground,Riparian,4.07560
54.00,Initial,Herbaceous,Young,Cut below ground,Landscape,4.07560
54.00,Initial,Herbaceous,Young,Foliar Spray,Riparian,2.50520
54.00,Initial,Herbaceous,Young,Foliar Spray,Landscape,2.50520
54.00,Initial,Non sprouting tree,Adult,Felling,Riparian,10.03280
54.00,Initial,Non sprouting tree,Adult,Felling,Landscape,6.68520
54.00,Initial,Non sprouting tree,Adult,Ring bark,Riparian,5.38120
54.00,Initial,Non sprouting tree,Adult,Ring bark,Landscape,5.38120
54.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Riparian,2.00720
54.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Landscape,2.00720
54.00,Initial,Non sprouting tree,Seedling,Hand pull,Riparian,2.50520
54.00,Initial,Non sprouting tree,Seedling,Hand pull,Landscape,2.50520
54.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Riparian,6.11760
54.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Landscape,4.07560
54.00,Initial,Sprouting tree,Adult,Bark Strip,Riparian,7.79880
54.00,Initial,Sprouting tree,Adult,Bark Strip,Landscape,7.79880
54.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Riparian,2.50520
54.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Landscape,2.50520
54.00,Initial,Sprouting tree,Adult,Cut stump,Riparian,14.54200
54.00,Initial,Sprouting tree,Adult,Cut stump,Landscape,9.69520
54.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Landscape,9.69520
54.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Riparian,14.54200
54.00,Initial,Sprouting tree,Adult,Cut stump + oil,Riparian,14.54200
54.00,Initial,Sprouting tree,Adult,Cut stump + oil,Landscape,9.69520
54.00,Initial,Sprouting tree,Adult,Frill,Riparian,7.79880
54.00,Initial,Sprouting tree,Adult,Frill,Landscape,7.79880
54.00,Initial,Sprouting tree,Seedling,Foliar Spray,Riparian,2.00720
54.00,Initial,Sprouting tree,Seedling,Foliar Spray,Landscape,2.00720
54.00,Initial,Sprouting tree,Seedling,Hand pull,Riparian,2.50520
54.00,Initial,Sprouting tree,Seedling,Hand pull,Landscape,2.50520
54.00,Initial,Sprouting tree,Young,Bark Strip,Riparian,6.68520
54.00,Initial,Sprouting tree,Young,Bark Strip,Landscape,6.68520
54.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Riparian,2.50520
54.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Landscape,2.50520
54.00,Initial,Sprouting tree,Young,Lopping / Pruning,Riparian,8.84120
54.00,Initial,Sprouting tree,Young,Lopping / Pruning,Landscape,5.89920
55.00,Follow-up,All,All,Soil application,Riparian,4.25200
55.00,Follow-up,All,All,Soil application,Landscape,4.25200
55.00,Follow-up,Aquatic weed,All,Manual Removal,Riparian,7.96000
55.00,Follow-up,Aquatic weed,All,Manual Removal,Landscape,7.96000
55.00,Follow-up,Aquatic weed,All,Spray from boat,Riparian,1.36000
55.00,Follow-up,Aquatic weed,All,Spray from boat,Landscape,1.36000
55.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.14000
55.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.14000
55.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.28000
55.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.28000
55.00,Follow-up,Cactus,Adult,Cut & Spray,Riparian,6.38200
55.00,Follow-up,Cactus,Adult,Cut & Spray,Landscape,4.25200
55.00,Follow-up,Cactus,Adult,Stem inject,Riparian,4.25200
55.00,Follow-up,Cactus,Adult,Stem inject,Landscape,4.25200
55.00,Follow-up,Cactus,Seedling,Dig out and burn,Riparian,4.25200
55.00,Follow-up,Cactus,Seedling,Dig out and burn,Landscape,4.25200
55.00,Follow-up,Cactus,Seedling,Hand pull,Landscape,2.61400
55.00,Follow-up,Cactus,Seedling,Hand pull,Riparian,2.61400
55.00,Follow-up,Cactus,Young,Foliar Spray,Riparian,2.61400
55.00,Follow-up,Cactus,Young,Foliar Spray,Landscape,2.61400
55.00,Follow-up,Cactus,Young,Stem inject,Riparian,2.61400
55.00,Follow-up,Cactus,Young,Stem inject,Landscape,2.61400
55.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Riparian,2.61400
55.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Landscape,2.61400
55.00,Follow-up,Creeper,Adult,Cut & Spray,Riparian,6.38200
55.00,Follow-up,Creeper,Adult,Cut & Spray,Landscape,4.25200
55.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Riparian,6.38200
55.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Landscape,4.25200
55.00,Follow-up,Creeper,Seedling,Hand pull,Riparian,2.61400
55.00,Follow-up,Creeper,Seedling,Hand pull,Landscape,2.61400
55.00,Follow-up,Creeper,Young,Foliar Spray,Riparian,2.61400
